,Factual,PPLM,Polyjuice,RELITC,Mask,Label,Target
222,"More than two years after the recession trough, and following several quarters of strong growth, the historically normal pattern would be for the Fed to be well into the process of tightening policy by now.","More than two years after the recession trough, and following several quarters of strong growth, the historically sluggish growth that has accompanied it is back again, with the economy contracting for a sixth consecutive quarter.


data from the","For the first time since 1956, the eastern conference finals had neither the celtics nor knicks participating.",,False,1,2
223,The rapid pace of investment also helped to hold down inflationary pressures by increasing the growth of productive capacity.,"The rapid pace of investment also helped to hold down prices of other commodities, such as oil and metals.

the bank of england has warned that the uk's economy is",The rapid pace of investment may also be related to the slower pace of the financial expansion.,,False,1,2
224,"Near-term risks to the economic outlook appear roughly balanced, but the Committee is monitoring inflation developments closely.","Near-term risks to the economic outlook appear roughly balanced, but not in the way we expected.

in our first analysis, we looked at a broad range of risks, from financial",The committee is closely involved in the environmental policies of the private sector and is involved in the policy debates of the council.,"Inflation - related risks to the economic outlook appear to persist, but the committee must track future developments closely.",True,2,1
225,A number of participants stressed that recently enacted fiscal support would help address some of the hardships faced by these groups and that monetary policy would also help by promoting the economy's return to the Committee's goals of broad-based and inclusive maximum employment and price stability.,"A number of participants stressed that recently enacted fiscal support would help address some of the hardships faced by these groups and that the federal government could use additional resources for education for low-income children, such as by providing additional funding for head start programs",A number of participants stressed that recently enacted fiscal support would help address some of the hardships faced by these middle groups and that monetary policy would also help by promoting the economy's return to the committee's goals of broad-based and inclusive maximum employment and price stability.,,False,0,2
226,"As always, my colleagues on the FOMC and I will act to foster our dual objectives of price stability and sustainable economic growth.","As always, my colleagues on the fomc and i will act as a reference for you in your analysis of the fed's balance sheet for fiscal year 2015. for the most part, we","As always, my colleagues on the fomc and i will not recommend it to anyone.",,False,1,2
227,If the prices are wrong -- built on the base on an incorrect view of the economy or Federal Reserve intentions -- we will prove them wrong and provide an anchor for the market to adjust to.,If the prices are wrong -- built on the base on an incorrect view of the economy or a bad assumption of the future -- then the government should have a choice whether to keep borrowing or cut spending in order to get,"If the prices are too high, they can result in a shortage in the supply of the market, leading to a boom in the price of the supply.",If the odds are wrong - - that is the probability of a significant expansion of the economy or federal reserve intentions - - we will prove them wrong and provide some conditions for the market to adjust to.,True,2,1
228,"In each case, my own preferred approach is to take the other variable into account in performing our main job of dealing with inflation and unemployment","In each case, my own preferred approach is to take the other variable and multiply that number by the expected outcome of the experiment.

here are the results in table 4.3.
","In each case, my own preferred approach is not to take the other variable into account in performing our main job of dealing with inflation and unemployment.","In each case, my own preferred approach is to take the other approach to help in performing the harder job of dealing with higher inflation.",True,2,1
229,"Rather, it is that the underlying sources of productivity growth are very complex.","Rather, it is that the underlying sources of productivity growth are more complicated than simple growth in wages; the sources are more like the sources of wealth creation in other advanced industrialized countries.",Empty that the underlying factors of productivity is very complex.,,False,0,2
230,Market-based measures of inflation compensation remained low,"Market-based measures of inflation compensation remained low in august, but the bank of canada's target for the economy remained on track. that meant that even with low oil prices",Market-based measures of the national compensation remained low.,,False,0,2
231,We all saw the remarkable price increases and shortages in the used car market.,We all saw the remarkable price increases and shortages in bitcoin in the past few months. but what's most striking about the price movements is how many people are buying it to buy,We all saw the famous price increase and decrease in the used car market.,,False,1,2
232,"That sentiment was apparently reinforced over the remainder of the period by the comments of several Federal Reserve officials and the release of the August employment report, which seemed to convey the view that the economy was emerging from its ""soft patch. ""","That sentiment was apparently reinforced over the remainder of the period by the comments of several federal reserve officials and the president of the bank of england, mark carney, who appeared to acknowledge that the economy had not yet reached a tipping point.","That sentiment was apparently reinforced over the remainder of the period by the comments of several federal reserve officials and the release of the august employment report, which seemed to convey their unease. ""","That sentiment was apparently reinforced over the remainder of the period by the comments of several federal reserve officials and the release of the august 7 report, which seemed to convey the view that the economy was emerging from its "" soft patch. """,True,2,0
233,"She showed there some so-called optimal policy rules that come from trying to get the best possible outcomes from our quantitative econometric models, and what you see, if you look at that, is that the best possible outcomes, assuming perfect certainty, assuming perfect foresight—very unrealistic assumptions—still involve inflation staying quite close to 2 percent.","She showed there some so-called optimal policy rules that come from trying to get the best possible outcomes from our quantitative econometric models, and what you see, is that we get very little from those models when it comes to policymaking. the policy-making process is not as effective","She showed there some so-called ""experimental"" policy rules that come from trying to get the best possible outcomes from our quantitative methods, and what you see, if you look at it, is that the best possible outcomes, assuming perfect confidence, and foresight.","She showed there some so - called robust policy rules that come from trying to get the best possible outcomes from our quantitative econometric models, and what you see, if you look at that, is that the best possible outcomes, assuming perfect certainty, assuming perfect foresightavery unrealistic assumptionsastill involve inflation staying quite close to 2 percent.",True,2,0
234,"Although we cannot ascertain the precise rates of resource utilization that the economy can sustain, we can have little doubt that, after three years of above-trend growth, slack has been substantially reduced.","Although we cannot ascertain the precise rates of resource utilization that the economy can sustain, we can assume that there exists a maximum of one percent utilization rate. this rate is assumed to remain constant over time, which is","If we know the probability distribution functions formula 35, we can calculate the function formula 36 and find the optimal reservation price from it.",,False,1,2
235,The effect of higher energy prices on real incomes was likely still restraining consumer spending.,"The effect of higher energy prices on real incomes was not found for women.

the results suggest that the negative effects on women are more subtle, but may be linked to",The effect of higher energy prices on real incomes was likely to be likely still restraining consumer spending.,The effect of higher energy prices on real incomes was likely still restraining consumer spending.,True,2,0
236,"With the risks to the forecast for economic activity tilted to the downside, the risks to the inflation projection were also viewed as having a downward skew.","With the risks to the forecast for economic activity tilted to the downside, the imf forecast for growth this year is projected to be the weakest since the crisis. that may be a problem for greece,","With the risks to the forecast for economic activity tilted to the downside, the risks to the inflation projection were also viewed as having no downward skew.",,False,0,2
237,"To date, the spillover from the surge in oil prices has been modest.","To date, the spillover from the surge in oil prices has created a huge amount of uncertainty for the canadian dollar. the canadian dollar has traded at just above 70 cents us per barrel","To date, the spillover from the surge in oil prices has been not modest.",,False,1,2
238,"In contrast, the dollar appreciated against the AFE currencies, reflecting continued divergence in monetary policy expectations for the United States and AFEs as well as political uncertainty in Europe.","In contrast, the dollar appreciated against the afe currencies, reflecting continued divergence in monetary policy between central banks.

the dollar fell to an all-time low against the japanese yen, which stood at 86","The dollar fell against the dollar, as the experts expected it to do. this reflects the fact that the dollar was so volatile in the world market and so few people had expected it to do so.",,False,0,2
239,"Although not without some serious shortcomings, the published productivity data provide little encouragement to the view that there has been a significant improvement in underlying productivity growth.","Although not without some serious shortcomings, the published productivity data provide little encouragement to consider the use of productivity metrics to forecast economic growth. for example, a recent report by the center for economic and policy","Although this is not without some serious shortcomings, the published productivity data provide little encouragement to the view that there has been a significant improvement in underlying productivity growth.",,False,0,2
240,Presumably even normal amortized equity that did not come from higher home prices was extracted in this manner.,"Presumably even normal amortized equity that did not come from selling securities would have been included as part of the sale, if you had sold the underlying shares. this may not have been",Presumably even normal amortized earnings would have been flat in this case.,Presumably even normal amount of equity that did not come from higher home prices was extracted in this manner.,True,2,0
241,Developments during the Second Period: 1998-2007 Research during the past ten years has been very fruitful in expanding the profession's understanding of the implications of uncertainty for the design and conduct of monetary policy.,Developments during the second period: 1998-2007 research during the past ten years has been very fruitful in elucidating the processes leading to the development of a complex and resilient ecosystem. the main source of knowledge is the analysis of,Developments during the second period: 1998-2007 research during that past ten years has been very fruitful in expanding the profession's understanding of the implications of uncertainty for the design and conduct of monetary policy.,,False,2,1
242,"In contrast, the past few cycles did not see this kind of behavior, and in each case, financial imbalances, rather than goods and services inflation, were notably elevated at the onset of the downturn.","In contrast, the past few cycles did not see this kind of behavior, and in each case, the president had already been elected.

in fact, trump was the only candidate to receive more votes than clinton, a","In contrast, the past few months have shown how little this phenomenon has actually happened.",,False,1,2
243,"In particular, Do all equity price movements--whether related to fundamentals or not--have the same effect on investment spending?","In particular, do all equity price movements--whether related to fundamentals (stock prices) or to changes in interest rates (credit/debt ratios)--reflect changes in the underlying fundamentals or credit","In particular, do all fixed aggregate price movements--whether related to fundamentals or not--have the same effect on investment spending?",,False,2,1
244,"Retail energy prices were likely to retrace at least a portion of the post-hurricane increase, and consumer confidence should rebound.","Retail energy prices were likely to retrace at least a quarter of the drop seen in february, according to a new report by the energy information administration.

the decline was likely","Retail energy prices were likely to retrace at least some portion of the post-hurricane increase, and consumer confidence should rebound.","Retail energy prices were likely to reap for at least a portion of the post - hurricane increase, and consumer confidence should rebound.",True,2,0
245,"Business Caution As I discussed earlier, regression analysis suggests that the robust growth in profits and the comparatively modest recovery in capital expenditures leaves a good part of the extraordinary cash buildup unexplained.","Business caution as i discussed earlier, regression analysis suggests that the robust growth in profits and growth in the growth rate is due to higher productivity growth (i.e., greater utilization of labor by firms). in fact","Business caution as i discussed earlier, regression analysis suggests that the robust growth in profits and the comparatively modest recovery in capital expenditures leaves a good part of the overall sustainability of the economy in the long run..","Business caution as i discussed earlier, regression analysis suggests that the robust surge in profits and the comparatively modest recovery in capital expenditures leaves a good part of the extraordinary cash buildup unexplained.",True,2,0
246,"If this high-pressure management inadvertently carried the economy beyond its productive potential, some cost in terms of inflation could be expected,","If this high-pressure management inadvertently carried the economy beyond its limits, that could have cost us dearly. inflation, which was at its highest level in decades, was already running at","If this high-pressure management inadvertently carried the economy beyond its productive potential, some cost in terms of higher energy consumption could be expected,","If this high - pressure has inadvertently carried the economy beyond its productive potential, some cost in terms of inflation could be expected,",True,2,1
247,"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.","At the conclusion of the discussion, the committee voted to authorize and direct the federal reserve bank of new york, until it was instructed otherwise, to execute transactions in the bitcoin currency as follows:

(a) at the request of a member bank, the board of governors of the federal","At the end of the discussion, the committee voted to reauthorize the bank of the united states in 1987, to the credit of the united states postal service and to the credit of the united states federal government.",,False,1,2
248,"The slower growth of final spending resulted in inventory overhangs in a number of industries, most notably those related to the motor vehicle sector.","The slower growth of final spending resulted in inventory overhangs in a variety of industries, but also increased the cost burden for taxpayers.

according to a study by deloitte, the","The slower growth of final spending resulted in the closure overhangs in a number of industries, most notably those related to the motor vehicle sector.","The slower growth of final spending resulted in inventory overheating in a number of industries, most notably those related to the motor vehicle sector.",True,2,1
249,"Consumer price inflation continued to run below the Committee's longer-run objective of 2 percent, restrained in part by earlier decreases in energy prices and in prices of non-energy imports.","Consumer price inflation continued to run below the committee's longer-run objective of 2 percent, rising to 0.9 percent in november from 0.7 percent in october, the commerce department reported wednesday.

consumer","Consumer price inflation continued to run below the committee's longer-run objective of 2 percent, restrained in part by earlier decreases in energy prices and higher in prices of non-energy imports.",,False,0,2
250,"In fact, the low funds rate has been necessary to promote growth that, to date, has been just sufficient to begin reducing substantial margins of slack in resource utilization.","In fact, the low funds rate has been necessary to promote growth that, to a significant extent, has come from borrowing from the private sector.

the government has not been able to keep up with","In fact, the low-budget version of the game only costs about $60, 000, while the high-end model is currently being sold in the u. s.",,False,0,2
251,"The several extensions of emergency unemployment insurance benefits appeared to have raised the measured unemployment rate, relative to levels recorded in past downturns, by encouraging some who have lost their jobs to remain in the labor force.","The several extensions of emergency unemployment insurance benefits appeared to have raised the measured unemployment rate, relative to other states that have adopted such benefits, from 6.5 percent to 7.1 percent in september, according to data released","The several extensions of emergency unemployment insurance benefits appear to have raised the measured unemployment rate, relative to levels recorded in past downturns, by encouraging some who have lost their jobs to remain in the labor force.",,False,0,2
252,"Treasury bond yields declined somewhat, perhaps reflecting both expectations of lower policy rates and greater investor demands for safety.","Treasury bond yields declined somewhat, perhaps reflecting both expectations of a stronger economic recovery and concerns about the impact of a u.s. tax increase that may affect u.s. bond","Treasury bond yields have generally declined somewhat, perhaps reflecting both expectations of lower policy rates and greater investor demands for safety.",,False,0,2
253,"Moreover, if, as some members thought likely, productivity growth slowed as employment picked up, the result could be reductions in slack accompanied by higher unit labor costs and associated pressures on prices.","Moreover, if, as some members thought likely, productivity growth slowed as employment picked up, the result would be an overall increase in tax revenue of around £2.5 billion a year, but with the tax burden falling on","In other words, if, as some theorists think, a state similar in culture and preferences to the old hegemon will assume new hegemon status and become a threat to the traditional hegemon.",,False,1,2
254,"Indeed, how will we measure inflation, and the associated financial market implications, in the twenty-first century when our data--using current techniques--could become increasingly less adequate to trace price trends over time?","Indeed, how will we measure inflation, and the associated financial market implications, in the twenty-first century? it is hard to imagine any of this.

the federal reserve does have a great deal of authority, but","Clearly, how will we measure inflation, and the associated financial market effects, in the twenty-first century when our country's macroeconomic policies are most in tune to demand.","So, how will we measure inflation, and the associated financial market implications, in the twenty - first century when our data - - using current techniques - - could become increasingly less adequate to measure price trends over time?",True,2,0
255,"To measure productivity and standards of living we need measures of output but, to measure output, we need to be able to define products clearly and in terms of units that do not change from one period to the next.","To measure productivity and standards of living we need measures of output but, to measure output, we need to be able to measure output. if output is measured by a number such as the number of hours worked, then output will measure productivity","To measure productivity and standards of living we need measures of output but, to measure output, we need to be able to define products clearly and in terms of unit of units that do not change from one period to the next.","To measure productivity and standards of what we need measures of output but, to measure output, we need to be able to define products clearly and in terms of units that don't change from one period to the next.",True,2,0
256,"For example, changes in U.S. short-term interest rates seem to exert a substantial influence on euro area bond yields (Ehrmann, Fratzscher, and Rigobon, 2005","For example, changes in u.s. short-term interest rates seem to exert a positive feedback effect on the economy, with firms seeking to reduce costs and raise earnings. that may explain why companies are so eager","For example, changes in the u. s. direction seem to exert a substantial influence on euro area bond yields (ehrmann, fratzscher, and rigobon, 2005).","For instance, very high u. s. short - term interest rates seem to exert a permanent influence on aggregate and policy yields ( ehrmann, fratzscher, and rigobon, 2005",True,2,1
257,Some participants also noted that recent readings on some survey measures of consumers' inflation expectations had declined or stood at historically low levels.,"Some participants also noted that recent readings on some survey measures of racial inequality have been largely positive.

in his remarks, mr. sanders noted that in his 2008 run for president",Some participants also noted noted that recent readings on some survey measures of consumers' inflation expectations had declined or stood at historically low levels.,,False,0,2
258,"To keep the experiments as clean as possible, I assume that the economy begins at full employment and with both headline and core inflation at desired levels.","To keep the experiments as clean as possible, i assume that the economy will be kept stable. if it is not, i'll assume it will be. that is, i'll keep it simple","To keep the experiments as clean as possible, i suggest that the economy be charted and indexed.","To keep the experiments as clean as possible, i assume that the economy begins at full employment and with both headline and core inflation at healthy levels.",True,2,0
259,"November 19, 2021 Perspectives on Global Monetary Policy Coordination, Cooperation, and Correlation Vice Chair Richard H. Clarida At the ""Macroeconomic Policy and Global Economic Recovery"" 2021 Asia Economic Policy Conference, sponsored by the Federal Reserve Bank of San Francisco Center for Pacific Basin Studies, San Francisco, California (via webcast) Share Watch Live In my remarks today, I would like to offer some perspectives on global monetary policy correlation and what it canâ€”and cannotâ€”reveal about the prevalence and value of global monetary policy coordination or, in the limit, binding global monetary cooperation.1 In both the Global Financial Crisis (GFC) and the Global Pandemic Collapse (GPC), major central banks around the world responded by cutting policy rates to, and then keeping them at, their effective lower bounds (ELBs); by increasing their balance sheets through ambitious and expansive large-scale asset purchase and lending programs; and by offering forward guidanceâ€”both Delphic and Odysseanâ€”on the stance of their future monetary policies.2 As these examples make clear, we certainly do observe that national monetary policies are often correlated, and such examples are not confined to recent experience.","November 19, 2021 perspectives on global monetary policy coordination, cooperation, and correlation vice chair richard h. clarida at the ""macroeconomic policy and global economic recovery"" 2021 asia economic policy conference, sponsored by the federal reserve bank of san francisco center for pacific basin studies, san francisco, california (via webcast) share watch live in my remarks today, i would like to offer some perspectives on global monetary policy correlation and what it canâ€”and cannotâ€”reveal about the prevalence and value of global monetary policy coordination or, in the limit, binding global monetary policy in the united states. the focus of my remarks today is the role of monetary policy coordination in the global economy. monetary","However, however, however,",,False,0,2
260,"The release this year and last of mortgage price data gathered under the Home Mortgage Disclosure Act (HMDA) has highlighted a different, but potentially related, concern about access to credit on equal terms.",The release this year and last of mortgage price data gathered under the home mortgage disclosure act (hmda) has raised questions about whether regulators and banks are doing enough to ensure mortgage prices stay below these historically low,The release this year and last of the extended mortgage repayment data collected under the fair pay act have highlighted a range of other problems with the process than with the hmmd.,"The data this year and last 2015 mortgage price index gathered under the home mortgage disclosure act ( hmda ) has highlighted a strong, but potentially related, concern about access to credit on equal terms.",True,2,1
261,"Indeed, the proposed reduction in the nominal federal funds rate would about offset the apparent increase in the real federal funds rate stemming from a recent decline in inflation.","Indeed, the proposed reduction in the nominal federal funds rate would about offset the increase in the federal funds rate. this is because the federal reserve is a bank, not a government.

the nominal","Indeed, the proposed reduction in the nominal federal funds rate would about offset the apparent increase in the real federal funds rate stemming from the a recent decline in inflation.",,False,0,2
262,"I look forward, as always, to my conversation with Ellen Zentner, but first, please allow me to offer a few remarks on the economic outlook, Federal Reserve monetary policy, and our new monetary policy framework.","I look forward, as always, to my conversation with ellen zentner, but first, please allow me to address one of my main concerns.

ellen,

it has been suggested in some of these discussions that my","I look forward, as always, to my conversation with ellen zentner, but first, please allow me to offer a few remarks on her economic outlook, federal reserve monetary policy, and our new monetary policy framework.",,False,2,1
263,"When governments resort to printing money to finance their spending, inflation rises and nominal assets lose their value.","When governments resort to printing money to finance their spending, they create a financial bubble. as the u.s. treasury recently discovered, the $3.6 trillion in new government","When governments resort to printing money to finance their spending, the interest rate rises and nominal assets lose their value.","When governments resort to printing money to finance their spending, inflation rises and savings assets lose their value.",True,2,1
264,"The first is what to do about supply shocks, like large increases in oil prices, which tend to increase both inflation and unemployment.","The first is what to do about supply shocks, like large price declines. the second is what to do about inflation. the third is what to do about wage growth.

the",The first is what to do.,,False,1,2
265,"Although readings on core inflation had improved modestly since the spring, nearly all participants viewed core inflation as uncomfortably high and stressed the importance of further moderation.","Although readings on core inflation had improved modestly since the spring, nearly all economists surveyed in january said they thought the economy would continue to expand at the sluggish pace it has in recent months. the consensus","Although readings on core inflation had improved modestly since the spring, most participants viewed core inflation as uncomfortably high and stressed the importance of further moderation.",,False,1,2
266,"This conclusion is buttressed by recent sizable increases estimated for labor productivity for the manufacturing sector, derived from a data system that, for the most part, is independent of the national accounts.","This conclusion is buttressed by recent sizable increases estimated for labor productivity for the manufacturing sector, and by the fact that productivity growth in the sector has been relatively flat for over a decade now. indeed, it is now","This conclusion is buttressed by the sizable increases estimated for labor productivity for the manufacturing sector, derived from a data system that, for the most part, is independent of the national accounts.","This conclusion is buttressed by recent sizable increases estimated for labor productivity for the manufacturing sector, derived from a data system that, for the most part, is independent of the national accounts.",True,2,0
267,"Consumer price inflation remained subdued in November, with both the overall index and the index excluding food and energy items rising at the same relatively low rates as in October.","Consumer price inflation remained subdued in november, with both the overall index and the index for the uk's biggest cities falling for a fifth consecutive month.

the office for national statistics released a report on consumer","Consumer price inflation remained subdued in november, with both the overall index and the index excluding food and energy items rising to their usual rates as in october.",,False,0,2
268,"In December, the consumer price index (CPI) rose somewhat faster than in recent months, primarily reflecting an upturn in consumer energy prices","In december, the consumer price index (cpi) rose somewhat faster than other major economic indicators. the index rose 0.8% in december, compared to a 0.6% rise in november","In december, the consumer price index (cpi) rose somewhat faster than in recent years, primarily reflecting an upturn in consumer energy prices.",,False,1,2
269,"Those few members who expressed a preference for easing at this meeting believed that, with unit labor costs and inflation expectations contained, enough evidence of further weakness already existed to warrant an immediate action.","Those few members who expressed a preference for easing at this meeting believed that, with unit labor costs rising and inflation rising sharply, the government could no longer continue to subsidize the cost of basic goods. they said that","The fewest members who expressed an interest in seeing the movie, believed that with unit labor costs and inflation expectations, there was still enough to settle against the further reduction in labor costs.",,False,0,2
270,"As a result, deregulation, globalization, and innovation have made it easier for citizens to move their wealth out of nominal assets in their local currency and thereby avoid any inflation tax should their government show signs that it might resort to inflationary tactics to finance spending.6 At the same time, the publicâ€™s understanding of the costs of inflation has increased, in part because of experiences of high inflation in many countries in the 1980s.","As a result, deregulation, globalization, and innovation have made it easier for citizens to move their wealth out of nominal assets in their local currency and thereby avoid any inflation tax should their government show signs that inflation will continue to persist, which is what's happening to many of them.

in short, when it comes to","As a result, deregulation, globalization, and innovation have made it easier for citizens to move their wealth out of nominal assets in their local currency and thereby avoid any inflation tax should their government show signs that it might resort to tactics to finance spending.6 at the same time, the publicâ€™s understanding of the costs of inflation has increased, in part because of experiences of high inflation in many countries in the 1980s.","As a result, deregulation, globalization, and innovation have made it easier for citizens to move their wealth out of nominal assets in their local currency and thereby avoid any inflation tax should their government show signs that it might resort to inflationary tactics to finance spending. 6 at the same time, the publicaaas understanding of the costs of inflation has increased, in part because of experiences of elevated inflation in many countries in the 1980s.",True,2,1
271,"In light of these uncertainties as well as continued evidence of muted inflation pressures, participants generally agreed that a patient approach to determining future adjustments to the target range for the federal funds rate remained appropriate.","In light of these uncertainties as well as continued evidence of muted inflation pressures, participants generally agreed that monetary policy should be maintained at current levels until further policy easing has been achieved. however, there was considerable variation in opinion on","Participants in the experimental condition were given an initial eye position, followed by a saccade target position on the picture.","In light of these uncertainties as well as continued evidence of muted inflation pressures, participants generally agreed that a patient approach to determining future adjustments to the target range for the federal funds rate remained appropriate.",True,2,0
272,"The staff raised slightly its projection for inflation during the second half of this year, as the upward pressure on consumer prices from earlier increases in import and commodity prices was expected to persist a little longer than previously anticipated.","The staff raised slightly its projection for inflation during the second half of this year, as the upward pressure on prices of food, energy and other goods continued to ease.

the bank of japan lowered its forecast for inflation from a","The staff raised slightly its opinion about the books "" mission to moscow "" by wendell willkie and "" one world "" by joseph e. davies.",,False,1,2
273,"In addition, to address the sizable demand for dollar funding in foreign jurisdictions, the FOMC authorized the expansion of its existing swap lines with the European Central Bank and Swiss National Bank; by the end of the intermeeting period, the formal quantity limits on these lines had been eliminated.","In addition, to address the sizable demand for dollar funding in foreign jurisdictions, the fomc authorized the expansion of its existing swap lines with its foreign counterparts to increase the amount of swap assets available to the public in a single swap execution. under the authority to purchase","In addition, to address potential problems,, the fomc authorized the expansion of its existing swap lines with the european central bank and swiss national bank; by the end of the intermeeting period, the formal quantity limits on these lines had been eliminated.",,False,0,2
274,The trimmed mean measure of 12-month PCE price inflation constructed by the Federal Reserve Bank of Dallas remained at or near 2 percent in recent months.,"The trimmed mean measure of 12-month pce price inflation constructed by the federal reserve bank of st. louis showed a 0.8% decline in the price of a typical home, a decline that was",The federal power commission is the central subsidiary of the state power authority of new york.,The trimmed mean average of 12 - month pce price inflation constructed by the federal reserve bank of dallas remained at or near 2 percent in recent months.,True,2,0
275,"Some uncertainties, such as those associated with the election, had been resolved, but others persisted, including the prospects for oil prices and their consequences for the economy.","Some uncertainties, such as those associated with the election, had been resolved, but other factors had not. some of the uncertainty could be attributed to the fact that the election was postponed several times, or to","Some other uncertainties, such as those associated with the election, had been resolved, but others persisted, including the prospects for oil prices and their consequences for the economy.","Some uncertainties, such as those associated with the election, had been resolved, but others remained, including the prospects for oil prices and their consequences for the economy.",True,2,0
276,"While labor markets were anticipated to remain tight in the near term, participants expected labor demand and supply to come into better balance over time, helping to ease upward pressure on wages and prices.","While labor markets were anticipated to remain tight in the near term, participants expected labor demand and prices to improve over the next year and a half. the consensus forecast was for labor demand to increase 2% in 2016,","While labor markets were anticipated to remain tight in the near term, participants expected labor demand and supply to come into a sharper, helping to ease upward pressure on wages and prices.",,False,1,2
277,"If the outlook for the labor market does not improve substantially, the Committee will continue its purchases of agency mortgage-backed securities, undertake additional asset purchases, and employ its other policy tools as appropriate until such improvement is achieved in a context of price stability.","If the outlook for the labor market does not improve substantially, the committee will continue its purchases of agency mortgage-backed securities, undertake other activities that enhance the liquidity of the agency mortgage-related market, and will continue to monitor the market for changes in mortgage","If the outlook for the labor market does not improve substantially, the committee will continue its purchases of agency mortgage-backed securities, undertake additional asset purchases, and employ other as appropriate until such improvement is achieved in a context of price stability.",,False,0,2
278,"As you may know, the interest rate that we target is the federal funds rate, the rate banks charge each other for overnight loans.","As you may know, the interest rate that we target is the ""base rate"" – the rate that's currently at the heart of the financial system. we're currently at -0.","Empty interest rate, the rate we're going to target is each other for overnight loans.",,False,2,1
279,Most major indexes of equity prices moved up sharply on the bullish economic reports.,"Most major indexes of equity prices moved up sharply on tuesday, the first major gains since the beginning of the year.

baker hughes shares rose more than 2%. the","The most important index words, which are used by the most, are therefore referred to as the most important index.",,False,1,2
280,"Although higher energy and other costs had the potential to add to inflation pressure, core inflation had been relatively low in the preceding few months and longer-term inflation expectations remained contained.","Although higher energy and other costs had the potential to add to inflation pressure, core inflation remained below target during the past year and was expected to remain below that for some time.

inflation expectations were","Although higher rates and other costs had the potential to add to inflation pressure, core inflation had been relatively low in the preceding few months and longer-term inflation expectations remained contained.","With higher energy and other costs at the time to add to inflation pressure, core inflation had been relatively low in the preceding few months and longer - term inflation expectations remained low.",True,2,0
281,U.S. inflation remains muted.,"U.s. inflation remains muted.

inflation fell sharply in november from november 2014, the commerce department reported tuesday. the rate of inflation was 2.",U.s. banks remains muted.,,False,0,2
282,"In their comments about the external sector of the economy, members referred to indications of strengthening economic activity abroad that in conjunction with a weaker dollar was fostering some improvement in exports.","In their comments about the external sector of the economy, members referred to indications of strengthening domestic demand that could be driving growth and that could be the key driver for inflation. however, they also warned that it was","In their comments about the external perceptions of the economy, members referred to indications of strengthening economic activity abroad that in conjunction with a weaker dollar was fostering some improvement in exports.","In their discussion of the external sector of the economy, members referred to indications of strengthening economic activity and that in conjunction with a standard dollar was fostering further improvement in exports.",True,2,1
283,"For example, in the mid-1970s, just when the FOMC began to specify money growth targets, econometric estimates of M1 money demand relationships began to break down, predicting faster money growth than was actually observed.","For example, in the mid-1970s, just when the fomc began to specify money growth targets, econometric estimates suggested that the fed could raise its interest rate to 0.5% or 0.75% for the next 10 years if","For example, in the mid-1970s, just when the fomc began to specify money growth targets, econometric estimates of m1 money demand relationships began to break down, predicting faster money growth than was generally observed.","For example, in the mid - 1990s, just when the fomc began to specify money growth targets, econometric estimates of m1 money demand relationships began to break down, predicting faster money growth than was actually observed.",True,2,1
284,"Headline stock price indexes in the AFEs generally ended the period higher, whereas bank stocks in Europe declined.","Headline stock price indexes in the afes generally ended the session lower, but the s&p 500 finished with its biggest gain since june. that was due to a rebound from stocks","Headline stock price indexes in the first quarter of 2008 generally ended the period higher, whereas bank stocks in europe declined.","Headline stock index indexes in the afes generally ended the period higher, whereas bank stocks in europe declined.",True,2,0
285,"It is true that changes in longer-term interest rates in the United States—but also in other advanced economies—does have some effect on emerging markets, particularly those who are trying to peg their exchange rate, and can lead to some capital inflows or outflows.","It is true that changes in longer-term interest rates in the united states—but also in other advanced economies—does have some effect on growth and inflation. but if one looks for a clear example, the case for a link between the two—the link","It is true that changes in the economy can bring problems, but not in the sense that they can be expected in the long term.","It is true that changes in longer - term interest rates in the united statesabut also in other global economiesadoes have some effect on emerging markets, particularly those who are trying to peg their exchange rate, and can lead to some capital inflows or outflows.",True,2,0
286,"But, first, on inflation expectations, it is true that the breakevens from the inflation-adjusted—inflation-indexed bonds have come down.","But, first, on inflation expectations, it is true that the fed is forecasting a 0.2% annual inflation rate.

second, there are two things you need to know about","But, first, on inflation expectations, it is true that only breakevens from the inflation-adjusted—inflation-indexed bonds have come down.",,False,0,2
